-0.54978,-0.94772,0.51356,0.46076
0.15789,-0.1729,0.19549,0.30032
0.54384,-0.52445,-0.46473,-0.58898
0.2462,-0.18377,1.0721,-0.85251
0.39919,-0.85544,-0.46485,-0.018039
0.4103,-0.076551,-0.34348,0.49661
0.32165,-0.17005,-0.14766,0.1492
0.016502,-0.53736,-0.11295,0.4767
0.51366,0.12126,0.52589,-0.43093
-0.093614,-0.80256,0.40244,0.2295
0.069188,-0.33311,-0.17943,-0.18317
-0.26477,-0.39847,-0.21845,-0.78538
-0.13626,0.37714,-0.019004,0.31304
0.24184,-0.064641,0.14718,0.3993
-0.31521,-0.32784,-0.34952,0.59614
0.38855,-0.21084,-0.048063,0.30394
0.12878,0.20319,-0.058821,0.38407
0.43367,-0.59857,-0.06086,0.78121
0.039554,0.75299,0.50329,0.062568
0.057689,0.88508,0.54184,0.79911
0.05906,0.19209,0.24107,-0.15044
-0.20984,0.63283,-0.090181,0.31421
-0.51479,0.34699,-0.27052,-0.2339
0.70107,-0.7778,-0.036171,0.78439
-0.35725,-0.43256,0.52044,0.14685
-0.62198,-0.63231,-0.23012,0.62169
-0.19161,-0.6345,-0.21328,-0.63107
-0.074588,-0.56079,0.28482,-0.13955
0.17824,-0.022679,-0.44034,-0.26859
0.546,-0.557,0.69798,-0.085504
-0.14045,-0.31601,0.30055,-0.25087
0.28946,0.00084887,-0.1703,-0.21605
-0.0062224,-0.35689,0.3742,0.30833
-0.89972,-1.3626,0.18195,0.32632
0.44231,-0.095743,-0.15475,-0.11737
0.26807,-0.77442,0.39576,-0.30592
-0.16675,-0.57728,0.12526,-0.057768
-0.3223,0.23691,-0.56635,0.38546
-0.025056,-0.63619,0.45617,0.10347
0.25589,0.44512,1.8015,0.18994
0.12411,0.18364,-0.31066,0.29538
0.71914,-0.24872,-0.35156,-0.6256
2.6512,-0.48539,1.3457,0.60745
0.092739,-0.6324,-0.17487,-0.14352
0.066741,-0.61608,-0.31414,0.06454
0.5423,-0.21851,-0.10591,-0.28085
0.27103,-0.46229,0.25533,-0.20808
0.030646,-0.41849,-0.61758,-0.19957
0.060676,-0.077566,0.38846,0.15704
-0.38157,0.4449,0.29875,-0.59381
0.26033,0.068118,0.4425,-0.45617
0.30906,0.061644,1.0714,0.35719
0.32088,-1.1768,1.2195,-0.4467
-0.12066,-0.57619,-0.38805,-0.64163
-0.26235,0.089128,0.10742,-1.1039
-0.0051534,0.31852,0.72942,-0.58821
0.046894,0.44955,-0.13648,-0.79602
0.36846,-0.9911,-0.10942,0.28072
-0.23947,0.16676,-0.2438,-0.14715
-0.876,0.098566,-0.36486,-0.26278
-0.34565,-0.60727,-0.31867,0.69984
0.44689,0.27831,-0.0040612,-0.57695
-0.022083,0.33708,0.29446,0.32943
-0.28073,-0.40843,-0.30806,-0.14323
0.22812,0.57266,-0.10137,0.15689
-0.97274,0.20204,0.0041124,0.0016227
-0.94568,0.26349,-0.017732,1.4652
0.21111,-0.91559,0.2389,0.23573
-0.052677,-1.9461,-0.75584,0.084495
0.13861,-0.37438,-0.058705,0.52586
-0.061875,1.0614,0.092366,-0.34671
-0.22347,-1.1616,-0.1474,0.16583
-0.26185,-0.039189,0.37823,0.22834
0.13366,-0.57227,-0.12509,0.06344
0.47075,-0.60959,-0.94529,0.20497
0.20992,-0.72305,0.18101,0.19711
0.069179,-0.65888,-0.39771,1.0202
-0.28086,0.38152,0.64756,0.28319
0.5341,-0.18717,-0.56509,-0.19459
-0.21887,0.088534,0.16348,0.69238
0.32839,-0.0033357,-0.4682,0.056122
0.22944,-0.2482,-0.26992,0.62184
-0.26503,-0.11332,-0.60079,-0.074661
-0.14252,-0.014319,-0.019668,0.2525
-0.62453,-0.67599,-0.09172,0.3318
-0.21379,-0.75339,-0.0010793,-0.38309
0.031745,-0.44145,0.89807,-1.0237
0.011133,-0.89275,0.040892,-0.19831
0.25822,-0.14731,0.5029,0.69479
0.33143,-0.2279,0.046015,-0.27779
-0.38975,0.18459,0.35525,-0.50359
0.11333,-0.07669,-0.21861,-0.30728
0.16104,0.51731,-0.27148,-0.51802
-0.031333,-0.29343,-0.50467,-0.019684
-0.14118,0.5032,0.27128,0.75114
-0.080811,0.4174,0.28941,-0.34616
-0.079325,-0.99234,-0.78584,-0.19179
-0.0035822,-0.19554,-0.39684,-0.16305
-0.22233,-0.49243,0.038941,0.0014651
-0.13014,-0.26744,0.082403,-0.035798
-0.59354,-0.44076,0.16724,-1.185
-0.73399,-0.52317,0.73668,-0.56163
0.12733,-0.4353,-0.080387,-0.17898
-0.035678,-0.7986,-0.34384,0.24614
