0.078885,-0.48097,0.033161,-0.32069
-0.053175,-0.41949,-0.23687,0.37018
0.07313,0.20026,0.099356,0.2107
-0.24096,-0.51678,-0.50722,-0.030018
0.22381,-0.07627,-0.39233,0.05957
0.34668,-0.26677,0.082353,-0.49726
0.6956,-1.4936,-0.029248,-0.59723
-0.23205,-0.034996,-0.1646,0.8084
-0.072057,-0.95455,-0.22984,0.15673
0.25938,-0.26581,-0.24588,0.22051
0.076976,-0.23607,0.44467,-0.69029
-0.21633,-0.38551,0.052563,0.23145
-0.086667,0.099763,-0.42823,-0.12392
-0.030398,-1.261,-0.15364,-0.41184
0.32085,0.39405,0.349,-0.097191
-0.2807,-0.097959,-0.045236,0.16609
0.13745,-0.21263,-0.80894,-0.026675
0.54163,-0.31696,-0.36513,0.10183
0.069755,-0.088515,-0.056099,-0.34476
-0.04875,-0.25501,-0.10507,0.17684
0.21254,0.049212,-0.14158,-0.12733
0.67916,0.060292,0.20246,0.59249
0.39635,0.062429,0.025707,-0.10197
0.011775,-0.043147,-0.34898,-0.24065
0.36201,0.20829,-0.1031,-0.50787
0.22808,-0.43855,-0.099489,-0.30513
0.12006,-0.33194,0.21308,0.089949
0.23013,0.058566,0.043048,-0.080282
-0.032871,-0.62771,0.43183,0.17518
-0.087672,-0.43525,0.37114,-0.0028354
0.01152,-0.28961,-0.039069,-0.62363
-0.028967,0.45949,0.30126,0.24161
-0.11453,-0.29244,0.60765,-0.54904
0.72858,-0.24462,-0.66803,-0.80694
-0.19145,-0.56447,-0.21126,-0.82523
0.28353,-0.30148,0.0071494,0.029709
0.56993,0.19803,0.19284,0.050947
0.37929,0.555,-0.7012,-0.22813
0.35764,-0.12848,0.30039,0.40461
0.066222,-0.56799,0.073353,0.45172
-0.3778,-0.1097,-0.44317,0.25308
-0.065654,-0.29549,-0.24484,0.2036
0.12753,-0.47489,0.36596,-0.37643
-0.57104,-0.22705,-0.35587,-0.28891
-0.3579,0.0011989,0.42581,0.18974
0.48811,0.12464,-0.41804,0.31734
0.32061,-0.0048914,-0.29968,0.20966
-0.1238,-0.22581,-0.18256,0.009754
0.13502,0.12564,-0.21505,-0.0896
-0.3771,-0.60606,0.060087,-0.10845
0.48638,-0.12465,0.079222,0.26437
-0.43086,0.59824,0.049942,0.19854
0.26351,0.25946,-0.23264,0.041912
0.47614,-0.66149,0.38761,-0.17994
-0.76099,-0.15187,0.066604,-0.23429
-0.44388,-0.40729,0.13791,-0.099477
0.57049,0.051405,-0.36169,0.061777
0.12156,0.16774,-0.52398,0.15154
-0.11937,0.028408,-0.31564,-0.11221
0.063606,-0.094423,0.10597,0.12136
0.32565,0.31068,0.07852,0.53907
0.32216,-0.7717,-0.10997,-0.038754
-0.021802,0.14277,-0.14596,-0.4484
0.10132,-0.33542,0.010706,0.39631
0.15269,-1.0098,0.044379,0.63403
-0.0092794,-0.10645,0.26119,0.051828
-0.33324,0.18429,-0.22738,0.22487
0.21591,0.3024,-0.32148,0.19327
0.071307,-0.019353,0.066049,-0.50067
-0.3517,-0.18125,-0.49086,-0.28895
0.071801,0.095681,0.017604,-0.069961
0.018487,-0.46729,-0.38245,0.028443
-0.064729,0.018135,0.18373,-0.10913
0.29692,-0.065049,-0.63499,0.26212
0.5162,0.39403,0.016335,0.08245
-0.29293,-0.42238,0.17746,0.12413
-0.024871,-0.37895,-0.19851,-0.043328
0.14662,-0.45538,-0.16571,-0.60007
0.46469,-0.11247,-0.40913,-0.21885
0.18922,0.57276,0.47358,0.10713
-0.33523,-0.068663,0.38375,0.13735
0.462,0.5173,-0.66401,0.16395
0.35965,0.12863,-0.22803,-0.099898
-0.10613,0.62645,-0.46979,-0.0097632
0.1808,0.83245,-0.021745,0.091109
0.21228,0.017925,0.073699,-0.18096
0.35821,0.46633,-0.57558,0.39365
-0.42914,0.28942,-0.59409,-0.035342
-0.15247,0.1373,-0.39684,-0.44245
0.41269,-0.80415,-0.80119,-0.82193
-0.032421,-0.38929,-0.11387,-0.50307
0.42788,0.046495,-0.24703,0.046051
-0.14184,-0.013646,-0.026436,-0.20253
0.038452,-0.034884,0.13739,0.60588
-0.11173,-0.1364,-0.15692,-0.16385
0.52921,-0.44,-0.23126,-0.39601
0.37227,0.45286,-0.0079266,-0.30914
-0.021731,0.024493,-0.19638,0.23367
-0.51977,-0.21621,-0.74676,-0.12744
-0.0936,0.025372,0.3264,0.3564
0.34761,-0.65965,0.45768,0.12994
0.075882,-0.46742,-0.010137,-0.076684
