2.3343,4.8322,3.5721,4.7155
3.0007,5.0692,3.8861,3.2651
2.3524,3.0139,3.703,2.488
3.5931,3.3335,4.7628,2.8569
2.1788,2.8975,3.2877,2.8165
2.7133,3.2342,3.9377,5.0769
1.8211,2.919,2.4725,2.5217
4.1598,2.9855,2.7004,2.9457
2.8114,3.511,2.7703,4.3298
2.3827,2.3673,4.3494,4.4106
2.7509,2.4728,2.6117,2.8981
2.2309,2.9228,3.2843,3.3723
4.4444,3.4533,4.2607,3.9589
2.973,3.4136,2.6642,2.6425
2.6435,2.9111,3.651,2.9067
2.6962,2.8077,2.0172,2.2379
3.1502,2.7025,2.3442,2.4196
3.3141,2.8167,2.6568,4.4517
4.1669,2.665,8.5767,2.5982
3.2914,3.0121,2.9489,2.9122
3.0217,2.7507,4.2368,5.278
3.8976,2.309,4.3126,4.5011
2.5763,4.25,2.9804,2.8303
3.1362,2.2118,3.5259,3.6109
4.2866,2.9722,3.0247,3.1394
3.2278,3.7752,2.9869,3.8312
3.7542,2.0428,3.0832,3.1343
3.1747,3.9242,4.9126,5.9839
2.6023,3.8587,2.5106,2.5327
2.3784,2.7716,2.4459,3.6849
2.7028,4.0515,3.373,3.2763
2.7845,2.3689,3.2111,2.6157
1.9771,2.3393,3.2569,2.8881
2.5056,3.0855,5.2324,3.4211
3.0963,2.8557,2.705,5.1833
2.5575,3.4371,2.9788,3.5194
2.9754,3.3416,2.7136,4.5433
3.1514,3.0888,3.3431,2.6093
2.626,2.2698,2.7044,2.1309
2.0048,3.7293,2.7555,2.7751
2.1184,2.7545,3.9174,2.7099
2.5329,3.6696,4.0403,3.4173
2.4331,4.1866,2.9296,3.1868
3.6326,4.8534,2.9586,3.7058
6.2364,3.2314,6.631,6.006
2.1994,2.9061,3.3213,2.4555
2.4812,3.2813,3.7003,2.9172
2.6598,4.0172,2.6495,2.628
2.7391,3.262,2.978,2.522
1.9412,2.4787,2.4186,2.4993
2.0752,3.0527,2.4495,3.1569
2.5783,2.9097,2.9323,4.9679
3.3676,4.2556,3.0296,4.2001
2.4556,2.472,3.8835,2.7962
1.9806,2.3353,2.2445,2.4019
2.8909,3.5186,6.4002,4.5208
5.1064,3.3798,4.4011,3.2197
3.3745,4.0106,2.4674,2.649
2.7321,2.5841,2.1825,2.5138
3.1298,2.0633,2.474,2.6056
3.1338,2.5784,2.7717,2.7646
3.5927,2.8347,6.7806,2.9284
3.9469,3.4959,3.7859,3.5826
3.1449,2.6936,3.1539,2.887
3.5454,3.9266,4.6534,6.5255
2.2569,4.2878,2.5776,2.698
3.3238,2.2195,2.8093,3.4723
3.9355,4.9583,3.447,3.2926
3.7786,2.6448,2.7244,2.4252
2.9107,2.4872,3.0057,2.325
4.7292,3.3076,5.144,5.583
2.8138,2.9918,2.7243,2.7219
2.7631,2.8814,2.5932,3.2932
2.6658,4.356,2.5836,2.9576
2.1477,1.9888,2.1222,3.0482
2.4092,2.7613,3.7711,2.5934
2.9448,3.4493,4.6498,3.9962
2.5093,2.4413,2.4544,2.7516
3.3314,3.3201,4.9485,2.3233
